Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Austin,hard,header
09.11.2023,Stewart T.,1,6,1,7,,,"['1', '1', '3', '1', '6', '2']",[],"['2', '2', '3', '2', '4', '4', '6', '7']",[],[],5.47
09.11.2023,Vale D.,2,2,6,10,,,"['1', '0']","['1', '0', '4', '1', '6', '1']","['2', '0', '3', '3', '4', '3', '6', '4', '8', '6']",[],[],1.12
08.11.2023,Stewart T.,1,6,0,,,,"['2', '0']",[],[],[],[],5.26
08.11.2023,Soto M.,0,3,0,,,,[],[],[],[],[],1.13
ITF MEN - SINGLES :  M25 Austin,hard,header
09.11.2022,Stewart T.,0,4,3,,,,[],[],[],[],[],3.60
09.11.2022,Kuperstein A.,2,6,6,,,,[],[],[],[],[],1.26
ITF MEN - SINGLES :  M15 Lubbock,hard,header
21.09.2022,Stewart T.,0,2,4,,,,[],[],[],[],[],2.66
21.09.2022,Wallin O.,2,6,6,,,,"['3', '2', '5', '2']","['1', '0']",[],[],[],1.44
