Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/61,36/39,18/17,2/3,-,7/2
2024,13/9,12/8,1/1,-,-,-
2023,6/5,1/3,3/1,2/1,-,-
2022,12/9,5/6,3/2,-,-,4/1
2021,9/6,3/3,3/2,-,-,3/1
2020,0/1,0/1,-,-,-,-
2019,6/11,4/5,2/6,-,-,-
2018,16/18,10/11,6/5,0/2,-,-
2016,1/2,1/2,-,-,-,-
