Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/29,4/3,11/12,18/14,-,-
2024,14/9,4/2,1/2,9/5,-,-
2023,19/19,0/1,10/10,9/8,-,-
2022,0/1,-,-,0/1,-,-
