Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,11/33,2/13,8/19,1/1,-,-
2024,5/16,-,4/15,1/1,-,-
2023,4/4,-,4/4,-,-,-
2020,2/13,2/13,-,-,-,-
