Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Paris (France),hard,header
30.10. 18:45,Giron M.,0,3,2,,,,3,3,60%,69% (20/29),16% (3/19),20% (1/5),23% (7/31),41% (7/17),100% (1/1),5,18,50% (1/2),48% (23/48),29% (14/48),39% (37/96),4,0,50% (4/8),11% (1/9),29% (5/17),"['2', '3']",[],[],[],[],3.24
30.10. 18:45,Humbert U.,2,6,6,,,,9,0,65%,77% (24/31),59% (10/17),0% (0/1),31% (9/29),84% (16/19),80% (4/5),24,30,88% (7/8),71% (34/48),52% (25/48),61% (59/96),6,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '2']","['1', '0', '3', '0']",[],[],[],1.35
28.10. 18:45,Giron M.,2,7^8,7^8,,,,9,3,49%,72% (34/47),59% (29/49),83% (5/6),22% (10/45),46% (17/37),50% (1/2),18,42,43% (3/7),66% (63/96),33% (27/82),51% (90/178),5,0,92% (11/12),8% (1/12),50% (12/24),[],"['3', '2']",[],[],[],1.66
28.10. 18:45,Shang J.,0,6^6,6^6,,,,6,2,55%,78% (35/45),54% (20/37),50% (1/2),28% (13/47),41% (20/49),17% (1/6),20,58,80% (4/5),67% (55/82),34% (33/96),49% (88/178),5,3,92% (11/12),8% (1/12),50% (12/24),[],"['3', '3']",[],[],[],2.24
ATP - SINGLES :  Paris (France) - Qualification,hard,header
27.10. 15:35,Giron M.,2,6^10,7^7,6,,,18,3,54%,80% (48/60),56% (29/52),33% (1/3),25% (14/57),52% (34/66),27% (3/11),47,20,100% (9/9),69% (77/112),39% (48/123),53% (125/235),5,0,88% (15/17),19% (3/16),55% (18/33),"['5', '5']","['1', '0']","['2', '0']",[],[],1.83
27.10. 15:35,Kecmanovic M.,1,7^12,6^2,3,,,5,5,46%,75% (43/57),48% (32/66),73% (8/11),20% (12/60),44% (23/52),67% (2/3),35,26,65% (13/20),61% (75/123),31% (35/112),47% (110/235),5,1,81% (13/16),12% (2/17),45% (15/33),"['3', '2']","['5', '5']",[],[],[],1.98
26.10. 16:15,Giron M.,2,6,6,,,,5,0,64%,77% (23/30),59% (10/17),67% (2/3),41% (16/39),71% (22/31),42% (5/12),19,19,80% (8/10),70% (33/47),54% (38/70),61% (71/117),6,0,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '3', '2', '5', '2']","['2', '1', '4', '1']",[],[],[],1.34
26.10. 16:15,Gaston H.,0,2,2,,,,4,3,56%,59% (23/39),29% (9/31),58% (7/12),23% (7/30),41% (7/17),33% (1/3),21,19,63% (5/8),46% (32/70),30% (14/47),39% (46/117),4,4,38% (3/8),13% (1/8),25% (4/16),"['2', '2']",[],[],[],[],3.10
ATP - SINGLES :  Vienna (Austria),hard,header
23.10. 21:50,Giron M.,0,2,5,,,,5,1,62%,74% (28/38),35% (8/23),0% (0/3),11% (4/36),0% (0/8),0% (0/0),15,13,100% (4/4),59% (36/61),9% (4/44),38% (40/105),4,0,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],5.00
23.10. 21:50,Zverev A.,2,6,7,,,,10,0,82%,89% (32/36),100% (8/8),0% (0/0),26% (10/38),65% (15/23),100% (3/3),32,11,73% (8/11),91% (40/44),41% (25/61),62% (65/105),6,0,100% (10/10),30% (3/10),65% (13/20),"['4', '2', '6', '2']","['7', '5']",[],[],[],1.18
22.10. 17:40,Giron M.,2,7^7,6,,,,1,0,67%,68% (36/53),58% (15/26),71% (5/7),37% (21/57),54% (14/26),50% (3/6),29,21,67% (4/6),65% (51/79),42% (35/83),53% (86/162),5,0,82% (9/11),30% (3/10),57% (12/21),"['1', '2']","['2', '0', '4', '2']",[],[],[],2.12
22.10. 17:40,Michelsen A.,0,6^4,3,,,,2,4,69%,63% (36/57),46% (12/26),50% (3/6),32% (17/53),50% (13/26),29% (2/7),25,33,59% (23/39),58% (48/83),35% (28/79),47% (76/162),5,2,70% (7/10),18% (2/11),43% (9/21),"['2', '0']","['1', '2']",[],[],[],1.74
ATP - SINGLES :  Antwerp (Belgium),hard,header
19.10. 21:10,Giron M.,1,3,6,2,,,8,0,70%,69% (43/62),44% (12/27),50% (3/6),29% (16/55),27% (7/26),33% (1/3),19,30,53% (8/15),62% (55/89),28% (22/79),46% (77/168),5,0,77% (10/13),7% (1/14),41% (11/27),[],"['6', '4']",[],[],[],2.61
19.10. 21:10,Lehecka J.,2,6,4,6,,,7,1,68%,71% (39/55),73% (19/26),67% (2/3),31% (19/62),56% (15/27),50% (3/6),33,34,77% (10/13),72% (57/79),38% (34/89),54% (91/168),5,0,93% (13/14),23% (3/13),59% (16/27),"['3', '1']",[],"['1', '0', '4', '1']",[],[],1.50
19.10. 00:55,Giron M.,2,6,6,,,,3,0,71%,94% (30/32),38% (5/13),100% (2/2),38% (15/39),67% (16/24),36% (4/11),16,4,100% (4/4),78% (35/45),49% (31/63),61% (66/108),8,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '4', '1']","['3', '2', '5', '2']",[],[],[],2.17
19.10. 00:55,Bergs Z.,0,2,2,,,,3,2,62%,62% (24/39),33% (8/24),64% (7/11),6% (2/32),62% (8/13),0% (0/2),17,14,48% (10/21),51% (32/63),22% (10/45),39% (42/108),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.70
17.10. 19:15,Giron M.,2,7^8,7^7,,,,12,0,68%,88% (49/56),54% (14/26),100% (1/1),21% (13/63),52% (12/23),0% (0/4),31,23,80% (8/10),77% (63/82),29% (25/86),52% (88/168),6,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],1.63
17.10. 19:15,Rinderknech A.,0,6^6,6^4,,,,9,0,73%,79% (50/63),48% (11/23),100% (4/4),13% (7/56),46% (12/26),0% (0/1),29,35,83% (15/18),71% (61/86),23% (19/82),48% (80/168),4,1,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],2.32
15.10. 17:30,Giron M.,2,6,6,,,,4,1,59%,93% (25/27),53% (10/19),0% (0/0),35% (13/37),62% (21/34),50% (4/8),13,14,80% (4/5),76% (35/46),48% (34/71),59% (69/117),6,0,100% (8/8),44% (4/9),71% (12/17),"['5', '4']","['1', '0', '3', '0', '6', '1']",[],[],[],1.91
15.10. 17:30,Van De Zandschulp B.,0,4,1,,,,4,2,52%,65% (24/37),38% (13/34),50% (4/8),7% (2/27),47% (9/19),0% (0/0),18,38,62% (8/13),52% (37/71),24% (11/46),41% (48/117),4,1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],1.91
ATP - SINGLES :  Shanghai (China),hard,header
08.10. 16:45,Giron M.,1,6,3,5,,,8,2,58%,77% (41/53),39% (15/38),67% (6/9),29% (19/65),56% (18/32),38% (3/8),37,40,79% (11/14),62% (56/91),38% (37/97),49% (93/188),1,0,79% (11/14),21% (3/14),50% (14/28),"['2', '0', '4', '0']",[],"['4', '4']",[],[],1.70
08.10. 16:45,Goffin D.,2,1,6,7,,,4,1,67%,71% (46/65),44% (14/32),63% (5/8),23% (12/53),61% (23/38),33% (3/9),31,29,73% (22/30),62% (60/97),38% (35/91),51% (95/188),9,0,79% (11/14),21% (3/14),50% (14/28),[],"['5', '3']","['1', '0', '6', '5']",[],[],2.17
07.10. 12:20,Giron M.,2,6,6,,,,8,0,62%,78% (29/37),57% (13/23),100% (3/3),34% (11/32),48% (12/25),50% (3/6),8,0,70% (42/60),40% (23/57),56% (65/117),7,0,100% (9/9),30% (3/10),63% (12/19),"['4', '3']","['2', '1', '6', '3']",[],[],[],2.77
