Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/39,15/18,11/21,-,-,-
2024,11/20,8/13,3/7,-,-,-
2023,15/14,7/4,8/10,-,-,-
2022,0/2,-,0/2,-,-,-
2021,0/2,-,0/2,-,-,-
2020,0/1,0/1,-,-,-,-
