Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,9/12,7/8,2/4,-,-,-
2024,5/5,3/3,2/2,-,-,-
2023,2/5,2/3,0/2,-,-,-
2022,2/2,2/2,-,-,-,-
