Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/49,26/25,12/7,1/1,-,14/16
2024,11/6,11/6,-,-,-,-
2023,20/16,6/6,3/2,-,-,11/8
2022,13/15,1/2,9/5,-,-,3/8
2021,4/7,4/7,-,-,-,-
2020,0/2,0/2,-,-,-,-
2019,2/2,1/1,-,1/1,-,-
2018,3/1,3/1,-,-,-,-
