Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,18/18,6/6,12/11,0/1,-,-
2024,7/8,2/2,5/6,-,-,-
2023,10/7,3/2,7/4,0/1,-,-
2022,1/3,1/2,0/1,-,-,-
