Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,29/32,12/13,4/5,3/2,-,10/12
2024,1/3,1/1,0/1,0/1,-,-
2023,19/13,8/6,1/1,3/1,-,7/5
2022,5/9,2/2,-,-,-,3/7
2021,2/2,-,2/2,-,-,-
2019,1/3,0/2,1/1,-,-,-
2018,1/1,1/1,-,-,-,-
2017,0/1,0/1,-,-,-,-
