Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
29.10.2024,Price S.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['2', '0', '3', '1', '4', '2', '5', '3']",[],[],[],2.00
29.10.2024,Pokotilov B.,0,,,,,,[],"['1', '2', '2', '3', '3', '4']",[],[],[],1.72
24.10.2024,Kopeikin V.,2,,,,,,"['5', '3', '7', '5']","['2', '0']",[],[],[],1.85
24.10.2024,Pokotilov B.,0,,,,,,"['4', '5']",[],[],[],[],1.85
23.10.2024,Pokotilov B.,2,,,,,,"['2', '1']",[],"['4', '2']",[],[],1.10
23.10.2024,Castelnuovo Y.,1,,,,,,[],"['2', '0']",[],[],[],6.12
02.10.2024,Forger A.,2,,,,,,"['2', '0', '4', '0']","['3', '4', '5', '4']",[],[],[],1.33
02.10.2024,Pokotilov B.,0,,,,,,"['2', '5']","['4', '2']",[],[],[],3.09
14.07.2024,Denisov I.,2,,,,,,1,7,53%,76% (39/51),49% (22/45),60% (3/5),23% (10/43),72% (26/36),100% (6/6),64% (61/96),46% (36/79),55% (97/175),7,0,86% (12/14),46% (6/13),67% (18/27),"['4', '3']","['2', '0', '4', '0', '6', '0']","['3', '3', '5', '3']",[],[],2.31
14.07.2024,Pokotilov B.,1,,,,,,2,8,54%,77% (33/43),28% (10/36),0% (0/6),24% (12/51),51% (23/45),40% (2/5),54% (43/79),36% (35/96),45% (78/175),3,0,54% (7/13),14% (2/14),33% (9/27),"['5', '5']",[],"['1', '0']",[],[],1.57
