Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,240/170,89/45,132/108,6/5,13/12,-
2024,15/12,7/5,8/7,-,-,-
2023,27/29,7/8,19/19,-,1/2,-
2022,29/23,12/4,13/14,2/2,2/3,-
2021,39/17,17/4,17/11,-,5/2,-
2020,19/11,4/1,11/9,4/1,-,-
2019,23/23,6/9,17/12,-,0/2,-
2018,26/26,12/9,9/14,-,5/3,-
2017,31/14,18/2,13/10,0/2,-,-
2016,18/10,1/2,17/8,-,-,-
2015,10/4,5/1,5/3,-,-,-
2014,3/1,-,3/1,-,-,-
