Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,149/113,24/27,66/61,36/13,23/12,-
2024,1/3,-,1/1,0/2,-,-
2023,16/13,9/4,5/6,-,2/3,-
2022,32/23,1/6,7/9,17/5,7/3,-
2021,25/24,4/5,13/15,3/1,5/3,-
2020,15/16,3/4,9/10,3/2,-,-
2019,26/16,2/3,10/8,5/2,9/3,-
2018,18/9,2/3,8/6,8/0,-,-
2017,12/7,3/2,9/5,-,-,-
2016,4/2,-,4/1,0/1,-,-
