Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,39/49,1/2,38/47,-,-,-
2024,14/19,-,14/19,-,-,-
2023,25/28,1/2,24/26,-,-,-
2019,0/1,-,0/1,-,-,-
2018,0/1,-,0/1,-,-,-
