Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,17/24,0/2,14/19,-,-,3/3
2024,4/10,0/2,4/8,-,-,-
2023,12/11,-,9/8,-,-,3/3
2022,1/3,-,1/3,-,-,-
