Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,195/117,117/69,26/14,52/34,-,-
2024,15/9,15/9,-,-,-,-
2023,44/25,37/14,1/3,6/8,-,-
2022,56/27,33/15,6/3,17/9,-,-
2021,56/30,19/14,19/8,18/8,-,-
2020,10/18,10/14,-,0/4,-,-
2019,13/7,3/3,-,10/4,-,-
2018,1/1,-,-,1/1,-,-
