Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Merida (Mexico) - Qualification,hard,header
23.02. 22:40,Starodubtseva Y.,0,1,4,,,,2,1,71%,55% (26/47),42% (8/19),60% (6/10),21% (6/28),41% (9/22),50% (1/2),52% (34/66),30% (15/50),42% (49/116),4,0,50% (4/8),11% (1/9),29% (5/17),[],"['2', '2']",[],[],[],1.78
23.02. 22:40,Jeanjean L.,2,6,6,,,,6,3,56%,79% (22/28),59% (13/22),50% (1/2),45% (21/47),58% (11/19),40% (4/10),70% (35/50),48% (32/66),58% (67/116),6,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '1']","['2', '1', '4', '3']",[],[],[],2.04
23.02. 01:30,Starodubtseva Y.,2,6,6,,,,0,2,59%,62% (21/34),54% (13/24),57% (4/7),50% (16/32),60% (15/25),75% (6/8),59% (34/58),54% (31/57),57% (65/115),7,0,67% (6/9),60% (6/10),63% (12/19),"['1', '0', '2', '1', '4', '1']","['2', '1', '3', '2', '6', '3']",[],[],[],1.02
23.02. 01:30,Pavlou D.,0,4,3,,,,2,6,56%,50% (16/32),40% (10/25),25% (2/8),38% (13/34),46% (11/24),43% (3/7),46% (26/57),41% (24/58),43% (50/115),3,0,40% (4/10),33% (3/9),37% (7/19),"['1', '1', '2', '4']","['2', '2']",[],[],[],8.80
WTA - SINGLES :  Doha (Qatar) - Qualification,hard,header
WTA - SINGLES :  Doha (Qatar) - Qualification,hard,header
07.02. 17:30,Starodubtseva Y.,1,6,2,4,,,3,3,59%,62% (29/47),50% (16/32),44% (4/9),41% (26/64),52% (12/23),57% (4/7),57% (45/79),44% (38/87),50% (83/166),3,0,62% (8/13),31% (4/13),46% (12/26),"['3', '1', '6', '2']",[],"['1', '1', '4', '4']",[],[],2.14
07.02. 17:30,Siegemund L.,2,2,6,6,,,1,4,74%,59% (38/64),48% (11/23),43% (3/7),38% (18/47),50% (16/32),56% (5/9),56% (49/87),43% (34/79),50% (83/166),7,0,69% (9/13),38% (5/13),54% (14/26),[],"['3', '2', '5', '2']","['1', '0', '4', '3', '5', '4']",[],[],1.66
WTA - SINGLES :  Abu Dhabi (United Arab Emirates) - Qualification,hard,header
01.02. 12:40,Starodubtseva Y.,0,2,1,,,,1,3,36%,40% (8/20),40% (14/35),50% (6/12),37% (16/43),57% (12/21),25% (2/8),40% (22/55),44% (28/64),42% (50/119),3,0,14% (1/7),25% (2/8),20% (3/15),"['2', '3']","['1', '0']",[],[],[],2.68
