Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,211/151,138/101,51/31,22/19,-,-
2024,22/25,16/19,-,6/6,-,-
2023,48/26,34/18,13/7,1/1,-,-
2022,27/23,20/15,4/5,3/3,-,-
2021,42/22,24/11,10/6,8/5,-,-
2020,19/15,8/9,8/3,3/3,-,-
2019,23/16,11/8,12/8,-,-,-
2018,20/14,16/12,4/2,-,-,-
2017,10/9,9/8,-,1/1,-,-
2016,0/1,0/1,-,-,-,-
