Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,151/124,106/92,44/28,1/4,-,-
2024,32/18,15/13,17/5,-,-,-
2023,33/23,19/18,14/5,-,-,-
2022,29/23,24/16,4/6,1/1,-,-
2021,30/26,27/21,3/5,-,-,-
2020,10/14,9/12,1/2,-,-,-
2019,11/11,6/5,5/5,0/1,-,-
2018,5/6,5/5,-,0/1,-,-
2017,0/2,0/2,-,-,-,-
2016,1/1,1/0,-,0/1,-,-
