Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,295/220,124/75,127/96,24/26,16/19,4/4
2024,19/24,6/6,9/13,-,4/4,0/1
2023,28/31,9/9,11/13,3/5,2/4,3/0
2022,40/26,15/8,21/11,1/2,2/3,1/2
2021,17/27,5/8,6/11,5/5,1/2,0/1
2020,25/16,10/3,9/8,6/5,-,-
2019,40/33,5/6,24/15,4/7,7/5,-
2018,43/26,11/9,27/14,5/2,0/1,-
2017,56/21,47/15,9/6,-,-,-
2016,18/10,12/7,6/3,-,-,-
2015,7/5,2/3,5/2,-,-,-
2013,2/1,2/1,-,-,-,-
