Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Stockholm (Sweden),hard,header
17.10. 18:15,Kecmanovic M.,2,6,4,7^7,,,4,1,72%,76% (53/70),48% (13/27),71% (5/7),24% (16/67),58% (18/31),67% (2/3),20,23,100% (4/4),5,68% (66/97),35% (34/98),51% (100/195),3,88% (14/16),13% (2/16),50% (16/32),"['6', '4']",[],"['3', '3']",[],[],1.49
17.10. 18:15,Jarry N.,1,4,6,6^2,,,14,2,68%,76% (51/67),42% (13/31),33% (1/3),24% (17/70),52% (14/27),29% (2/7),49,47,56% (15/27),7,65% (64/98),32% (31/97),49% (95/195),3,88% (14/16),13% (2/16),50% (16/32),[],"['1', '0']","['1', '0']",[],[],2.64
15.10. 18:50,Kecmanovic M.,2,6,6,,,,4,0,69%,86% (30/35),69% (11/16),0% (0/0),26% (12/47),62% (16/26),33% (2/6),24,19,100% (2/2),6,80% (41/51),38% (28/73),56% (69/124),3,100% (10/10),20% (2/10),60% (12/20),"['2', '1']","['1', '0']",[],[],[],1.83
15.10. 18:50,Norrie C.,0,4,4,,,,2,1,64%,74% (35/47),38% (10/26),67% (4/6),14% (5/35),31% (5/16),0% (0/0),22,28,93% (14/15),5,62% (45/73),20% (10/51),44% (55/124),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.98
ATP - SINGLES :  Shanghai (China),hard,header
05.10. 12:30,Kecmanovic M.,0,3,2,,,,4,1,53%,70% (16/23),55% (11/20),0% (0/3),14% (5/37),63% (10/16),0% (0/4),12,13,67% (2/3),5,63% (27/43),28% (15/53),44% (42/96),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.40
05.10. 12:30,Popyrin A.,2,6,6,,,,13,2,70%,86% (32/37),38% (6/16),100% (4/4),30% (7/23),45% (9/20),100% (3/3),32,24,78% (7/9),5,72% (38/53),37% (16/43),56% (54/96),3,100% (9/9),38% (3/8),71% (12/17),"['2', '0']","['1', '0', '5', '2']",[],[],[],1.59
03.10. 10:05,Kecmanovic M.,2,6,6,,,,2,0,60%,75% (21/28),68% (13/19),0% (0/0),23% (6/26),72% (23/32),40% (4/10),17,12,64% (7/11),6,72% (34/47),50% (29/58),60% (63/105),5,100% (8/8),50% (4/8),75% (12/16),"['4', '2', '6', '2']","['4', '2', '6', '2']",[],[],[],1.54
03.10. 10:05,Hijikata R.,0,2,2,,,,3,5,45%,77% (20/26),28% (9/32),60% (6/10),25% (7/28),32% (6/19),0% (0/0),20,30,50% (4/8),4,50% (29/58),28% (13/47),40% (42/105),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.51
