Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,184/159,123/110,47/36,14/13,-,-
2024,27/19,22/16,5/2,0/1,-,-
2023,37/27,22/19,12/5,3/3,-,-
2022,24/14,18/10,4/3,2/1,-,-
2021,21/15,9/5,11/8,1/2,-,-
2020,6/5,6/5,-,-,-,-
2019,10/20,5/10,5/9,0/1,-,-
2018,23/20,10/13,5/2,8/5,-,-
2017,20/17,19/14,1/3,-,-,-
2016,15/20,11/16,4/4,-,-,-
2015,1/2,1/2,-,-,-,-
