Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/184,33/34,191/132,18/8,9/10,5/0
2024,26/22,3/6,21/12,-,2/4,-
2023,41/29,8/7,25/17,1/2,5/3,2/0
2022,44/26,6/7,32/15,1/1,2/3,3/0
2021,24/17,3/6,6/7,15/4,-,-
2020,1/4,-,1/4,-,-,-
2019,38/29,6/5,31/23,1/1,-,-
2018,20/23,-,20/23,-,-,-
2017,35/19,0/1,35/18,-,-,-
2016,25/13,7/2,18/11,-,-,-
2015,2/2,-,2/2,-,-,-
