Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/13,24/12,3/1,-,-,-
2024,12/3,12/3,-,-,-,-
2023,3/3,0/2,3/1,-,-,-
2022,1/2,1/2,-,-,-,-
2021,8/3,8/3,-,-,-,-
2019,3/2,3/2,-,-,-,-
