Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES M25 Gentofte (Denmark),clay,header
ITF MEN - SINGLES M15 Kursumlijska Banja 12 (Serbia),clay,header
23.07.,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
23.07.,Bilozertsev N.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 11 (Serbia),clay,header
15.07.,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
15.07.,Marino P.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Amstelveen (Netherlands),clay,header
ITF MEN - SINGLES M15 Alkmaar (Netherlands),clay,header
ITF MEN - SINGLES M25 Varnamo (Sweden),clay,header
CHALLENGER MEN - SINGLES Fairfield (USA),hard,header
09.10.2024,Overbeck C. E.,0,,,,,,1,4,53%,57% (13/23),30% (6/20),38% (3/8),9% (2/23),46% (6/13),0% (0/0),44% (19/43),22% (8/36),34% (27/79),3,2,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],0
09.10.2024,Quinn E.,2,,,,,,0,1,64%,91% (21/23),54% (7/13),0% (0/0),43% (10/23),70% (14/20),63% (5/8),78% (28/36),56% (24/43),66% (52/79),7,0,100% (7/7),63% (5/8),80% (12/15),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Tiburon (USA),hard,header
01.10.2024,Overbeck C. E.,1,,,,,,20,6,62%,78% (54/69),57% (24/42),50% (2/4),16% (10/64),50% (23/46),10% (1/10),70% (78/111),30% (33/110),50% (111/221),1,0,88% (15/17),6% (1/17),47% (16/34),[],[],[],[],[],0
01.10.2024,Kudla D.,2,,,,,,10,8,58%,84% (54/64),50% (23/46),90% (9/10),22% (15/69),43% (18/42),50% (2/4),70% (77/110),30% (33/111),50% (110/221),9,0,94% (16/17),12% (2/17),53% (18/34),[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 10 (Serbia),clay,header
14.07.2024,Overbeck C. E.,1,,,,,,[],[],[],[],[],0
14.07.2024,Bondioli F.,2,,,,,,[],[],[],[],[],0
13.07.2024,Overbeck C. E.,2,,,,,,[],[],[],[],[],0
13.07.2024,Djuric B.,1,,,,,,[],[],[],[],[],0
12.07.2024,Overbeck C. E.,2,,,,,,[],[],[],[],[],0
12.07.2024,Ifi N.,0,,,,,,[],[],[],[],[],0
11.07.2024,Overbeck C. E.,2,,,,,,[],[],[],[],[],0
11.07.2024,Paz J. P.,0,,,,,,[],[],[],[],[],0
10.07.2024,Overbeck C. E.,2,,,,,,[],[],[],[],[],0
10.07.2024,Bonsach G. K.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Kursumlijska Banja 9 (Serbia),clay,header
05.07.2024,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
05.07.2024,Fajta P.,2,,,,,,[],[],[],[],[],0
04.07.2024,Overbeck C. E.,2,,,,,,[],[],[],[],[],0
04.07.2024,Nedic A.,0,,,,,,[],[],[],[],[],0
03.07.2024,Overbeck C. E.,2,,,,,,[],[],[],[],[],0
03.07.2024,Garcia Mestre J.,0,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25 Aarhus (Denmark),clay,header
12.06.2024,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
12.06.2024,Vanshelboim E.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Papamoa (New Zealand),hard,header
ITF MEN - SINGLES M15 Vejle (Denmark),clay,header
26.07.2023,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
26.07.2023,Moller E.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M25 Risskov/Aarhus (Denmark),clay,header
14.06.2023,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
14.06.2023,Den Ouden G.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Frederiksberg (Denmark),clay,header
03.08.2022,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
03.08.2022,Ingildsen J.,2,,,,,,[],[],[],[],[],0
ITF MEN - SINGLES M15 Vejle (Denmark),clay,header
30.07.2021,Overbeck C. E.,0,,,,,,[],[],[],[],[],0
30.07.2021,Kypson P.,2,,,,,,[],[],[],[],[],0
28.07.2021,Overbeck C. E.,2,,,,,,[],[],[],[],[],0
28.07.2021,Ricca G.,0,,,,,,[],[],[],[],[],0
