Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/72,82/60,1/8,4/4,-,-
2024,17/17,17/17,-,-,-,-
2023,29/18,29/16,0/2,-,-,-
2022,24/12,23/8,1/4,-,-,-
2021,2/3,2/3,-,-,-,-
2020,6/3,4/2,-,2/1,-,-
2019,2/7,0/6,-,2/1,-,-
2018,4/6,4/5,0/1,-,-,-
2017,3/6,3/3,0/1,0/2,-,-
