Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,207/165,10/11,180/139,15/12,2/3,-
2024,16/10,-,13/10,3/0,-,-
2023,17/23,-,11/19,4/2,2/2,-
2022,35/23,-,31/20,4/2,0/1,-
2021,13/11,-,12/10,1/1,-,-
2020,2/4,-,2/3,0/1,-,-
2019,28/28,-,27/27,1/1,-,-
2018,34/22,0/4,34/17,0/1,-,-
2017,32/23,2/3,29/19,1/1,-,-
2016,13/10,-,12/8,1/2,-,-
2015,17/10,8/4,9/6,-,-,-
2014,0/1,-,-,0/1,-,-
