Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER WOMEN - SINGLES :  Mumbai (India),hard,header
CHALLENGER WOMEN - SINGLES :  Mumbai (India),hard,header
03.02. 12:45,Bejlek S.,0,0,2,,,,0,4,76%,42% (22/52),31% (5/16),60% (9/15),26% (8/31),55% (11/20),25% (1/4),40% (27/68),37% (19/51),39% (46/119),2,0,14% (1/7),14% (1/7),14% (2/14),[],"['1', '0']",[],[],[],1.80
03.02. 12:45,Marino R.,2,6,6,,,,4,3,61%,74% (23/31),45% (9/20),75% (3/4),58% (30/52),69% (11/16),40% (6/15),63% (32/51),60% (41/68),61% (73/119),8,0,86% (6/7),86% (6/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['2', '2', '4', '2', '6', '2']",[],[],[],1.93
ITF WOMEN - SINGLES :  W75 Pune (India),hard,header
ITF WOMEN - SINGLES :  W100 Bengaluru (India),hard,header
WTA - SINGLES :  Australian Open (Australia),hard,header
13.01. 08:50,Bejlek S.,0,6^5,2,,,,1,6,71%,58% (28/48),40% (8/20),50% (4/8),35% (20/57),50% (10/20),50% (2/4),23,18,76% (13/17),53% (36/68),39% (30/77),46% (66/145),4,0,60% (6/10),20% (2/10),40% (8/20),"['1', '0', '3', '4']",[],[],[],[],1.46
13.01. 08:50,Dolehide C.,2,7^7,6,,,,1,2,74%,65% (37/57),50% (10/20),50% (2/4),42% (20/48),60% (12/20),50% (4/8),24,23,52% (14/27),61% (47/77),47% (32/68),54% (79/145),6,0,80% (8/10),40% (4/10),60% (12/20),"['1', '1', '4', '2']","['1', '0', '3', '0']",[],[],[],2.78
WTA - SINGLES :  Australian Open (Australia) - Qualification,hard,header
WTA - SINGLES :  Australian Open (Australia) - Qualification,hard,header
09.01. 10:40,Bejlek S.,2,7,6,,,,0,0,74%,60% (30/50),72% (13/18),67% (4/6),40% (19/47),62% (13/21),57% (4/7),19,18,81% (13/16),63% (43/68),47% (32/68),55% (75/136),8,0,82% (9/11),40% (4/10),62% (13/21),"['4', '4', '7', '5']","['4', '2', '5', '3']",[],[],[],1.58
09.01. 10:40,Teichmann J.,0,5,3,,,,2,3,69%,60% (28/47),38% (8/21),43% (3/7),40% (20/50),28% (5/18),33% (2/6),17,36,62% (13/21),53% (36/68),37% (25/68),45% (61/136),2,0,60% (6/10),18% (2/11),38% (8/21),"['2', '1']","['3', '4']",[],[],[],2.41
08.01. 11:55,Bejlek S.,2,6,6,,,,1,4,75%,52% (23/44),47% (7/15),44% (4/9),53% (19/36),67% (14/21),70% (7/10),19,12,69% (11/16),51% (30/59),58% (33/57),54% (63/116),5,0,50% (5/10),70% (7/10),60% (12/20),"['1', '1', '5', '3', '6', '4']","['2', '2', '3', '3', '5', '3', '6', '4']",[],[],[],1.65
08.01. 11:55,Zakharova A.,0,4,4,,,,0,2,63%,47% (17/36),33% (7/21),30% (3/10),48% (21/44),53% (8/15),56% (5/9),20,24,50% (5/10),42% (24/57),49% (29/59),46% (53/116),5,1,30% (3/10),50% (5/10),40% (8/20),"['1', '0', '4', '5']","['1', '0', '3', '2', '4', '5']",[],[],[],2.25
07.01. 13:35,Bejlek S.,2,6,3,6,,,2,1,68%,75% (33/44),48% (10/21),0% (0/3),50% (30/60),55% (12/22),40% (6/15),29,27,73% (16/22),66% (43/65),51% (42/82),58% (85/147),8,0,75% (9/12),55% (6/11),65% (15/23),"['2', '0', '4', '0', '6', '0']","['3', '1']","['1', '0', '5', '2']",[],[],1.22
07.01. 13:35,Deichmann K.,1,0,6,2,,,0,6,73%,50% (30/60),45% (10/22),60% (9/15),25% (11/44),52% (11/21),100% (3/3),20,34,53% (8/15),49% (40/82),34% (22/65),42% (62/147),2,0,45% (5/11),25% (3/12),35% (8/23),[],"['2', '3', '4', '3', '5', '3', '6', '3']",[],[],[],4.38
WTA - SINGLES :  Brisbane (Australia),hard,header
29.12.2024,Bejlek S.,0,1,6^5,,,,0,3,70%,52% (27/52),32% (7/22),54% (7/13),41% (12/29),32% (6/19),60% (3/5),46% (34/74),38% (18/48),43% (52/122),4,2,40% (4/10),33% (3/9),37% (7/19),"['1', '5']","['5', '4', '6', '5']",[],[],[],1.69
29.12.2024,Blinkova A.,2,6,7^7,,,,2,2,60%,59% (17/29),68% (13/19),40% (2/5),48% (25/52),68% (15/22),46% (6/13),63% (30/48),54% (40/74),57% (70/122),6,0,67% (6/9),60% (6/10),63% (12/19),"['1', '0', '3', '0', '5', '0', '6', '1']","['5', '5', '6', '6']",[],[],[],2.19
WTA - SINGLES :  Brisbane (Australia) - Qualification,hard,header
28.12.2024,Sorribes Tormo S.,1,7^8,2,0,,,0,4,67%,39% (24/61),53% (16/30),50% (8/16),51% (22/43),43% (9/21),50% (5/10),43% (35/82),48% (31/64),45% (66/146),3,0,27% (3/11),50% (5/10),38% (8/21),"['1', '0', '3', '0', '6', '5']","['1', '3', '2', '4']",[],[],[],2.08
