Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/29,35/18,1/3,2/3,-,6/5
2024,25/17,17/9,-,2/3,-,6/5
2023,17/8,17/8,-,-,-,-
2022,1/3,-,1/3,-,-,-
2021,1/1,1/1,-,-,-,-
