Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,129/158,4/9,55/53,69/92,1/4,-
2024,15/17,-,15/15,0/1,0/1,-
2023,40/29,-,15/13,24/15,1/1,-
2022,36/38,-,14/15,22/21,0/2,-
2021,18/38,1/5,3/3,14/30,-,-
2020,9/26,3/4,-,6/22,-,-
2019,0/2,-,0/2,-,-,-
2018,11/8,-,8/5,3/3,-,-
