Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,101/86,62/51,15/6,24/29,-,-
2024,23/11,14/8,7/2,2/1,-,-
2023,18/12,9/7,-,9/5,-,-
2022,19/17,13/11,0/1,6/5,-,-
2021,17/17,13/10,1/1,3/6,-,-
2020,12/14,3/6,7/2,2/6,-,-
2019,7/10,5/5,-,2/5,-,-
2018,3/3,3/2,-,0/1,-,-
2016,1/1,1/1,-,-,-,-
2015,1/1,1/1,-,-,-,-
