Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,175/103,125/73,14/8,27/16,-,9/6
2024,38/12,24/7,8/1,4/3,-,2/1
2023,33/25,22/18,1/1,6/3,-,4/3
2022,32/24,20/16,2/2,7/4,-,3/2
2021,41/19,36/16,0/1,5/2,-,-
2020,12/5,12/5,-,-,-,-
2019,15/10,9/5,3/3,3/2,-,-
2018,2/4,2/4,-,-,-,-
2017,0/1,0/1,-,-,-,-
2016,2/3,0/1,-,2/2,-,-
