Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,223/176,120/103,51/35,44/34,8/4,-
2023,1/3,0/2,-,1/1,-,-
2022,1/2,0/1,1/1,-,-,-
2021,3/5,3/2,0/1,0/2,-,-
2020,6/6,1/3,2/1,3/2,-,-
2019,27/23,9/8,9/8,7/6,2/1,-
2018,28/23,12/12,10/6,6/4,0/1,-
2017,30/25,15/16,4/3,7/5,4/1,-
2016,33/19,24/11,6/5,1/2,2/1,-
2015,29/14,10/7,12/4,7/3,-,-
2014,11/8,3/3,1/2,7/3,-,-
2013,21/20,16/15,1/1,4/4,-,-
2012,15/15,11/12,4/2,0/1,-,-
2011,15/10,13/8,1/1,1/1,-,-
2010,3/3,3/3,-,-,-,-
