Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,59/71,15/16,44/55,-,-,-
2024,11/17,0/1,11/16,-,-,-
2023,22/21,5/4,17/17,-,-,-
2022,11/16,10/10,1/6,-,-,-
2021,14/16,0/1,14/15,-,-,-
2018,1/1,-,1/1,-,-,-
