Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,93/68,60/39,15/11,14/16,-,4/2
2024,26/17,16/10,8/4,0/1,-,2/2
2023,15/24,7/13,3/1,3/10,-,2/0
2022,38/16,30/9,4/6,4/1,-,-
2021,14/8,7/5,-,7/3,-,-
2020,0/2,0/1,-,0/1,-,-
2019,0/1,0/1,-,-,-,-
