Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,163/122,127/92,29/21,5/4,-,2/5
2024,24/16,24/16,-,-,-,-
2023,8/16,6/12,-,-,-,2/4
2021,7/10,7/10,-,-,-,-
2020,8/5,7/3,1/2,-,-,-
2019,45/26,38/21,7/5,-,-,-
2018,42/26,25/15,15/9,2/2,-,-
2017,13/11,9/6,1/2,3/2,-,0/1
2016,10/5,5/3,5/2,-,-,-
2015,6/5,6/5,-,-,-,-
2014,0/2,0/1,0/1,-,-,-
