Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,31/30,16/20,11/7,4/3,-,-
2024,21/15,10/9,11/6,-,-,-
2023,8/9,4/7,0/1,4/1,-,-
2022,2/6,2/4,-,0/2,-,-
