Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Tokyo (Japan),hard,header
26.09. 07:30,Auger-Aliassime F.,1,6^5,6,6^5,,,13,3,62%,76% (52/68),50% (21/42),80% (4/5),30% (24/81),49% (22/45),25% (3/12),51,66,75% (21/28),9,66% (73/110),37% (46/126),50% (119/236),5,94% (15/16),18% (3/17),55% (18/33),[],"['1', '0', '4', '3', '6', '3']",[],[],[],1.33
26.09. 07:30,Nishioka Y.,2,7^7,3,7^7,,,1,4,64%,70% (57/81),51% (23/45),75% (9/12),24% (16/68),50% (21/42),20% (1/5),24,47,53% (8/15),6,63% (80/126),34% (37/110),50% (117/236),3,82% (14/17),6% (1/16),45% (15/33),[],"['2', '2']",[],[],[],3.40
ATP - SINGLES :  Davis Cup - World Group (World),-,header
15.09. 19:30,Auger-Aliassime F.,2,7^10,7,,,,8,2,59%,76% (35/46),59% (19/32),75% (3/4),27% (15/55),46% (12/26),40% (2/5),33,24,67% (4/6),4,69% (54/78),33% (27/81),51% (81/159),3,92% (11/12),17% (2/12),54% (13/24),[],"['1', '0', '6', '5']",[],[],[],2.06
15.09. 19:30,Draper J.,0,6^8,5,,,,7,2,68%,73% (40/55),54% (14/26),60% (3/5),24% (11/46),41% (13/32),25% (1/4),22,18,67% (2/3),6,67% (54/81),31% (24/78),49% (78/159),3,83% (10/12),8% (1/12),46% (11/24),[],"['2', '2']",[],[],[],1.71
12.09. 19:30,Auger-Aliassime F.,2,6,6,,,,7,1,70%,86% (32/37),44% (7/16),100% (3/3),30% (9/30),63% (15/24),50% (3/6),19,28,17% (1/6),6,74% (39/53),44% (24/54),59% (63/107),5,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['4', '2']",[],[],[],1.18
12.09. 19:30,Virtanen O.,0,2,3,,,,3,4,56%,70% (21/30),38% (9/24),50% (3/6),14% (5/37),56% (9/16),0% (0/3),14,37,60% (3/5),4,56% (30/54),26% (14/53),41% (44/107),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.49
10.09. 19:55,Auger-Aliassime F.,2,6,6,,,,7,3,63%,78% (25/32),42% (8/19),50% (2/4),50% (27/54),52% (11/21),42% (5/12),26,43,20% (1/5),8,65% (33/51),51% (38/75),56% (71/126),8,78% (7/9),56% (5/9),67% (12/18),"['4', '3', '6', '3']","['2', '0', '4', '0', '5', '1']",[],[],[],1.18
10.09. 19:55,Baez S.,0,3,3,,,,0,1,72%,50% (27/54),48% (10/21),58% (7/12),22% (7/32),58% (11/19),50% (2/4),9,29,25% (1/4),4,49% (37/75),35% (18/51),44% (55/126),2,44% (4/9),22% (2/9),33% (6/18),[],"['1', '4', '2', '5']",[],[],[],4.55
