Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,119/84,5/6,104/70,6/8,-,4/0
2024,15/11,0/1,11/9,0/1,-,4/0
2023,16/15,-,14/13,2/2,-,-
2022,51/27,-,49/26,2/1,-,-
2020,2/3,2/3,-,-,-,-
2019,8/12,-,7/11,1/1,-,-
2018,18/10,3/2,15/7,0/1,-,-
2017,8/5,-,8/4,0/1,-,-
2016,1/1,-,-,1/1,-,-
