Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,196/131,43/27,140/94,6/8,-,7/2
2024,12/9,2/1,10/8,-,-,-
2023,15/7,1/3,9/4,-,-,5/0
2022,4/7,-,4/7,-,-,-
2021,9/8,4/5,5/3,-,-,-
2019,26/17,4/2,21/12,1/3,-,-
2018,29/23,10/5,19/15,0/2,-,0/1
2017,25/19,1/2,24/15,0/1,-,0/1
2016,51/19,20/5,24/12,5/2,-,2/0
2015,18/13,1/2,17/11,-,-,-
2014,7/6,-,7/6,-,-,-
2013,0/1,-,0/1,-,-,-
2011,0/2,0/2,-,-,-,-
