Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,108/72,8/9,86/52,14/11,-,-
2024,30/17,0/2,26/13,4/2,-,-
2023,32/22,4/5,19/11,9/6,-,-
2022,26/15,-,26/15,-,-,-
2021,3/2,-,3/2,-,-,-
2019,1/2,-,1/2,-,-,-
2017,6/4,-,6/4,-,-,-
2016,6/3,4/2,2/1,-,-,-
2015,3/4,-,3/3,0/1,-,-
2014,0/2,-,0/1,0/1,-,-
2013,1/1,-,-,1/1,-,-
