Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,205/177,62/52,86/49,57/76,-,-
2024,20/23,14/13,3/3,3/7,-,-
2023,37/29,6/6,17/10,14/13,-,-
2022,34/28,6/5,23/13,5/10,-,-
2021,39/22,15/9,17/5,7/8,-,-
2020,12/10,5/3,4/3,3/4,-,-
2019,13/17,2/4,3/2,8/11,-,-
2018,19/20,6/6,7/5,6/9,-,-
2017,17/17,5/3,6/6,6/8,-,-
2016,12/9,3/3,6/2,3/4,-,-
2015,2/1,-,-,2/1,-,-
2014,0/1,-,-,0/1,-,-
