Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Madrid (Spain),clay,header
27.04. 14:40,Nakashima B.,2,7,6,,,,4,0,71%,74% (35/47),58% (11/19),75% (3/4),32% (13/41),39% (11/28),38% (3/8),19,19,64% (9/14),70% (46/66),42% (29/69),56% (75/135),5,0,91% (10/11),30% (3/10),62% (13/21),[],[],[],[],[],2.40
27.04. 14:40,Cobolli F.,0,5,3,,,,1,4,59%,68% (28/41),43% (12/28),63% (5/8),26% (12/47),42% (8/19),25% (1/4),21,37,70% (7/10),58% (40/69),30% (20/66),44% (60/135),5,1,70% (7/10),9% (1/11),38% (8/21),[],[],[],[],[],1.59
25.04. 19:20,Nakashima B.,2,6,7^7,,,,15,2,67%,84% (41/49),42% (10/24),100% (1/1),198 km/h,156 km/h,18% (7/38),58% (14/24),100% (1/1),17,11,50% (1/2),70% (51/73),34% (21/62),53% (72/135),7,0,100% (11/11),10% (1/10),57% (12/21),[],[],[],[],[],1.64
25.04. 19:20,Ofner S.,0,3,6^3,,,,5,2,61%,82% (31/38),42% (10/24),0% (0/1),207 km/h,162 km/h,16% (8/49),58% (14/24),0% (0/1),20,12,100% (5/5),66% (41/62),30% (22/73),47% (63/135),3,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.28
ATP - SINGLES :  Barcelona (Spain),clay,header
14.04. 14:40,Nakashima B.,1,5,7,4,,,11,1,63%,67% (48/72),52% (22/42),50% (3/6),33% (26/79),50% (19/38),50% (2/4),39,51,90% (19/21),61% (70/114),38% (45/117),50% (115/231),5,0,82% (14/17),12% (2/17),47% (16/34),[],[],[],[],[],1.65
14.04. 14:40,Martinez P.,2,7,5,6,,,2,2,68%,67% (53/79),50% (19/38),50% (2/4),33% (24/72),48% (20/42),50% (3/6),26,43,65% (11/17),62% (72/117),39% (44/114),50% (116/231),5,0,88% (15/17),18% (3/17),53% (18/34),[],[],[],[],[],2.28
ATP - SINGLES :  Monte Carlo (Monaco),clay,header
08.04. 16:45,Nakashima B.,0,2,4,,,,1,0,66%,54% (19/35),39% (7/18),50% (4/8),185 km/h,140 km/h,26% (11/42),50% (8/16),25% (1/4),12,34,50% (4/8),49% (26/53),33% (19/58),41% (45/111),5,3,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],1.70
08.04. 16:45,Bautista-Agut R.,2,6,6,,,,3,2,72%,74% (31/42),50% (8/16),75% (3/4),183 km/h,156 km/h,46% (16/35),61% (11/18),50% (4/8),12,23,86% (6/7),67% (39/58),51% (27/53),59% (66/111),5,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],2.17
ATP - SINGLES :  Houston (USA),clay,header
