Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,11/11,7/6,2/2,-,-,2/3
2024,5/4,5/4,-,-,-,-
2023,2/2,2/2,-,-,-,-
2021,4/5,-,2/2,-,-,2/3
