Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,161/94,99/58,28/14,32/20,-,2/2
2024,32/15,20/8,8/2,4/5,-,-
2023,41/28,14/15,9/5,18/8,-,-
2022,31/13,20/7,6/3,5/3,-,-
2021,6/3,3/2,3/1,-,-,-
2020,16/11,14/9,-,-,-,2/2
2018,4/2,4/2,-,-,-,-
2017,9/10,9/8,0/1,0/1,-,-
2016,22/10,15/6,2/2,5/2,-,-
2015,0/2,0/1,-,0/1,-,-
