Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M15 Slovenj Gradec (Slovenia),clay,header
31.08. 13:40,Broska F.,1,7^7,2,5,,,"['3', '2']",[],"['4', '2']",[],[],2.79
31.08. 13:40,Prihodko O.,2,6^3,6,7,,,"['4', '4']","['2', '1', '5', '2']","['3', '4', '6', '5']",[],[],1.40
30.08. 14:35,Broska F.,2,6^5,6,6,,,"['2', '1']","['4', '2', '6', '4']","['2', '2', '6', '4']",[],[],1.22
30.08. 14:35,Brkic J.,1,7^7,4,4,,,"['4', '4']","['3', '4']","['1', '0']",[],[],3.96
29.08. 13:40,Broska F.,2,6,6,,,,"['1', '0', '3', '0', '6', '1']","['2', '0', '6', '2']",[],[],[],1.04
29.08. 13:40,Miklavcic L.,0,1,2,,,,[],[],[],[],[],8.80
28.08. 16:15,Broska F.,2,6,7^7,,,,"['1', '0', '4', '1']","['2', '3']",[],[],[],1.14
28.08. 16:15,Markovina D.,0,2,6^1,,,,[],"['2', '0']",[],[],[],5.09
ITF MEN - SINGLES :  M25 Maribor 2 (Slovenia),clay,header
23.08. 13:50,Broska F.,0,4,6^3,,,,"['4', '5']","['3', '2', '4', '5', '6', '5']",[],[],[],2.32
23.08. 13:50,Poljicak M.,2,6,7^7,,,,"['3', '1', '6', '4']","['3', '3', '5', '3', '6', '6']",[],[],[],1.56
22.08. 15:20,Broska F.,2,7^7,6,,,,"['3', '1']","['4', '3']",[],[],[],2.45
22.08. 15:20,Mikrut L.,0,6^3,4,,,,"['3', '4']",[],[],[],[],1.51
20.08. 18:20,Broska F.,2,6,6,,,,"['2', '0', '5', '1']","['1', '0', '2', '1', '6', '3']",[],[],[],1.62
20.08. 18:20,Castagnola L.,0,1,3,,,,[],"['1', '1']",[],[],[],2.20
ITF MEN - SINGLES :  M25 Wetzlar (Germany),clay,header
02.08. 16:00,Broska F.,0,1,4,,,,[],"['3', '5']",[],[],[],1.37
02.08. 16:00,Negritu Ch.,2,6,6,,,,"['2', '0', '4', '0']","['1', '0', '5', '2']",[],[],[],2.92
01.08. 14:30,Broska F.,2,6,6,,,,"['1', '0', '3', '0', '6', '1']","['3', '3', '5', '3']",[],[],[],1.82
01.08. 14:30,Krutykh O.,0,1,3,,,,[],"['3', '2']",[],[],[],1.90
31.07. 16:05,Broska F.,2,7^7,6,,,,"['2', '1']","['2', '0', '5', '1']",[],[],[],2.79
31.07. 16:05,Zakharov A.,0,6^3,1,,,,"['2', '2']",[],[],[],[],1.40
ITF MEN - SINGLES :  M15 Metzingen (Germany),clay,header
28.07. 16:30,Broska F.,2,7,6,,,,"['2', '2', '3', '3', '7', '5']","['2', '0', '6', '2']",[],[],[],2.72
28.07. 16:30,Naw H.,0,5,2,,,,"['2', '1', '3', '2']",[],[],[],[],1.42
27.07. 19:15,Broska F.,2,6,6,,,,"['4', '3']","['1', '0', '3', '2', '5', '2']",[],[],[],1.60
