Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/49,40/44,7/5,-,-,-
2024,11/12,9/10,2/2,-,-,-
2023,21/15,16/12,5/3,-,-,-
2022,10/13,10/13,-,-,-,-
2021,2/2,2/2,-,-,-,-
2019,0/1,0/1,-,-,-,-
2018,2/4,2/4,-,-,-,-
2017,1/2,1/2,-,-,-,-
