Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,288/125,100/40,103/56,59/13,15/14,11/2
2024,16/11,10/5,5/4,-,1/2,-
2023,41/18,7/3,19/12,3/1,9/1,3/1
2022,21/7,0/1,11/3,7/3,-,3/0
2021,32/19,4/4,21/10,6/2,1/3,-
2020,17/14,7/7,6/6,2/1,-,2/0
2019,29/9,13/3,9/3,4/1,1/2,2/0
2018,23/20,9/5,12/12,2/0,0/3,-
2017,60/12,15/2,14/5,27/1,3/3,1/1
2016,21/7,19/5,-,2/2,-,-
2015,24/6,12/3,6/1,6/2,-,-
2014,4/2,4/2,-,-,-,-
