Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/40,30/29,7/9,0/2,-,-
2024,20/22,17/19,3/3,-,-,-
2023,14/13,10/7,4/5,0/1,-,-
2022,3/4,3/3,0/1,-,-,-
2021,0/1,-,-,0/1,-,-
