Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,186/180,152/143,14/14,-,-,20/23
2024,34/23,22/16,1/1,-,-,11/6
2023,25/41,16/24,0/4,-,-,9/13
2022,14/17,14/13,-,-,-,0/4
2021,3/10,3/10,-,-,-,-
2019,15/14,14/13,1/1,-,-,-
2018,25/17,24/16,1/1,-,-,-
2017,16/10,16/10,-,-,-,-
2016,15/9,12/8,3/1,-,-,-
2015,11/9,8/7,3/2,-,-,-
2014,10/11,8/10,2/1,-,-,-
2013,14/12,12/10,2/2,-,-,-
2012,4/6,3/5,1/1,-,-,-
2011,0/1,0/1,-,-,-,-
