Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,86/72,25/18,56/52,5/2,-,-
2024,31/18,6/4,20/12,5/2,-,-
2023,25/30,0/1,25/29,-,-,-
2022,24/16,17/7,7/9,-,-,-
2021,6/8,2/6,4/2,-,-,-
