Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,205/191,15/19,178/161,12/9,0/2,-
2024,23/18,-,23/18,-,-,-
2023,32/28,-,32/27,0/1,-,-
2022,34/31,-,33/28,1/2,0/1,-
2021,12/17,1/4,11/13,-,-,-
2020,0/6,0/2,0/3,0/1,-,-
2019,31/33,5/6,26/25,0/1,0/1,-
2018,38/31,9/7,25/23,4/1,-,-
2017,15/18,-,14/17,1/1,-,-
2016,18/7,-,12/5,6/2,-,-
2014,2/2,-,2/2,-,-,-
