Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,78/64,39/35,36/27,3/2,-,-
2024,14/17,5/9,6/6,3/2,-,-
2023,20/26,5/13,15/13,-,-,-
2022,44/21,29/13,15/8,-,-,-
