Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
21.01.2024,Kuzuhara B.,2,,,,,,0,1,72%,63% (29/46),50% (9/18),50% (3/6),44% (16/36),74% (17/23),75% (6/8),59% (38/64),56% (33/59),58% (71/123),7,0,70% (7/10),60% (6/10),65% (13/20),"['2', '3', '4', '3', '6', '5']","['2', '1', '4', '1', '5', '2']",[],[],[],1.71
21.01.2024,Leshem E.,0,,,,,,0,5,61%,56% (20/36),26% (6/23),25% (2/8),37% (17/46),50% (9/18),50% (3/6),44% (26/59),41% (26/64),42% (52/123),3,2,40% (4/10),30% (3/10),35% (7/20),"['2', '0', '4', '4']","['2', '4']",[],[],[],2.06
15.01.2024,Kozlov S.,2,,,,,,2,3,63%,82% (31/38),45% (10/22),63% (5/8),43% (27/63),65% (15/23),38% (5/13),68% (41/60),49% (42/86),57% (83/146),8,0,73% (8/11),50% (5/10),62% (13/21),"['2', '0', '3', '1', '7', '5']","['4', '2', '5', '3']",[],[],[],-
15.01.2024,Leshem E.,0,,,,,,0,2,73%,57% (36/63),35% (8/23),62% (8/13),18% (7/38),55% (12/22),38% (3/8),51% (44/86),32% (19/60),43% (63/146),2,0,50% (5/10),27% (3/11),38% (8/21),"['1', '2', '3', '4']","['3', '4']",[],[],[],-
14.01.2024,Leshem E.,2,,,,,,0,1,61%,78% (21/27),65% (11/17),100% (3/3),53% (9/17),64% (18/28),50% (5/10),73% (32/44),60% (27/45),66% (59/89),7,0,100% (7/7),71% (5/7),86% (12/14),"['3', '1', '5', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],1.65
14.01.2024,Lama G.,0,,,,,,0,2,38%,47% (8/17),36% (10/28),50% (5/10),22% (6/27),35% (6/17),0% (0/3),40% (18/45),27% (12/44),34% (30/89),3,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.18
11.06.2023,Mpetshi Perricard G.,2,,,,,,16,4,55%,76% (44/58),63% (30/48),80% (4/5),29% (15/52),41% (17/41),75% (3/4),70% (74/106),34% (32/93),53% (106/199),94% (15/16),19% (3/16),56% (18/32),"['2', '0']","['5', '4']","['3', '2']",[],[],1.41
11.06.2023,Leshem E.,1,,,,,,6,4,56%,71% (37/52),59% (24/41),25% (1/4),24% (14/58),38% (18/48),20% (1/5),66% (61/93),30% (32/106),47% (93/199),81% (13/16),6% (1/16),44% (14/32),"['4', '5']",[],[],[],[],2.78
10.06.2023,Leshem E.,2,,,,,,2,2,52%,86% (25/29),52% (14/27),0% (0/0),39% (15/38),43% (6/14),43% (3/7),70% (39/56),40% (21/52),56% (60/108),100% (9/9),33% (3/9),67% (12/18),"['2', '1', '5', '2']","['5', '4']",[],[],[],4.06
10.06.2023,Kotov P.,0,,,,,,0,1,73%,61% (23/38),57% (8/14),57% (4/7),14% (4/29),48% (13/27),0% (0/0),60% (31/52),30% (17/56),44% (48/108),67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.24
31.05.2023,Chepelev A.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '3', '2', '5', '2']",[],[],[],1.34
31.05.2023,Leshem E.,0,,,,,,[],"['1', '1']",[],[],[],3.04
30.05.2023,Leshem E.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],[],1.41
30.05.2023,Misasi G.,0,,,,,,[],"['1', '1']",[],[],[],2.74
07.05.2023,Mochizuki Y.,2,,,,,,4,3,64%,61% (43/70),49% (19/39),78% (14/18),61% (31/51),43% (18/42),35% (7/20),57% (62/109),53% (49/93),55% (111/202),71% (10/14),50% (7/14),61% (17/28),"['2', '5', '4', '5']","['4', '3', '6', '3']","['1', '1', '3', '1', '5', '1']",[],[],2.34
07.05.2023,Leshem E.,1,,,,,,2,3,55%,39% (20/51),57% (24/42),65% (13/20),39% (27/70),51% (20/39),22% (4/18),47% (44/93),43% (47/109),45% (91/202),50% (7/14),29% (4/14),39% (11/28),"['3', '1', '5', '1', '7', '5']",[],"['1', '0']",[],[],1.56
