Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/73,25/24,61/44,2/5,-,-
2024,13/8,9/5,4/3,-,-,-
2023,36/21,2/2,34/18,0/1,-,-
2022,24/27,11/12,13/13,0/2,-,-
2021,15/17,3/5,10/10,2/2,-,-
