Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,101/62,101/61,0/1,-,-,-
2024,27/19,27/19,-,-,-,-
2023,45/23,45/23,-,-,-,-
2022,29/14,29/13,0/1,-,-,-
2021,0/5,0/5,-,-,-,-
2019,0/1,0/1,-,-,-,-
