Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,59/121,22/47,37/68,0/6,-,-
2024,12/13,10/7,2/5,0/1,-,-
2023,10/24,5/11,5/10,0/3,-,-
2022,9/17,4/10,5/7,-,-,-
2021,10/22,1/4,9/16,0/2,-,-
2020,7/21,1/6,6/15,-,-,-
2019,11/21,1/6,10/15,-,-,-
2018,0/3,0/3,-,-,-,-
