Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/87,6/17,21/55,4/15,-,2/0
2024,1/3,-,-,1/3,-,-
2023,1/14,0/3,1/9,0/2,-,-
2022,1/8,1/2,0/4,0/2,-,-
2021,10/22,3/7,6/12,1/3,-,-
2020,11/11,1/1,8/8,0/2,-,2/0
2019,4/11,-,2/8,2/3,-,-
2018,1/7,1/1,0/6,-,-,-
2017,3/8,0/2,3/6,-,-,-
2016,1/3,0/1,1/2,-,-,-
