Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,218/119,172/70,35/28,11/17,0/1,0/3
2024,7/10,4/7,3/2,-,-,0/1
2023,37/27,23/14,5/2,9/11,-,-
2022,33/14,27/6,5/5,1/2,0/1,-
2021,31/9,27/7,4/2,-,-,-
2020,1/8,-,1/8,-,-,-
2019,30/12,30/10,-,0/2,-,-
2018,48/18,38/9,9/6,1/1,-,0/2
2017,20/11,12/7,8/3,0/1,-,-
2016,9/9,9/9,-,-,-,-
2015,2/1,2/1,-,-,-,-
