Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,96/81,81/60,13/15,-,-,2/6
2024,7/4,7/4,-,-,-,-
2023,6/3,6/3,-,-,-,-
2022,2/7,0/1,-,-,-,2/6
2021,14/12,10/10,4/2,-,-,-
2019,2/2,1/1,1/1,-,-,-
2018,16/9,14/8,2/1,-,-,-
2017,7/3,7/3,-,-,-,-
2015,10/11,10/8,0/3,-,-,-
2014,17/14,13/9,4/5,-,-,-
2013,12/9,12/9,-,-,-,-
2012,3/5,1/2,2/3,-,-,-
2011,0/1,0/1,-,-,-,-
2010,0/1,0/1,-,-,-,-
