Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,320/248,73/52,157/129,75/44,15/23,-
2024,36/18,17/8,16/9,3/1,-,-
2023,6/12,-,1/6,5/6,-,-
2022,21/34,0/5,14/18,4/5,3/6,-
2021,44/16,5/2,23/13,16/1,-,-
2020,13/13,-,7/8,6/5,-,-
2019,22/18,4/4,14/9,4/5,-,-
2018,13/26,7/6,4/12,1/4,1/4,-
2017,31/29,8/8,15/14,3/2,5/5,-
2016,58/31,10/6,28/15,16/5,4/5,-
2015,44/27,10/5,15/12,17/8,2/2,-
2014,17/15,2/3,15/10,0/2,-,-
2013,13/8,10/5,3/2,-,0/1,-
2012,2/1,-,2/1,-,-,-
