Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,14/8,6/3,3/4,-,-,5/1
2024,8/5,6/3,2/2,-,-,-
2022,5/1,-,-,-,-,5/1
2021,1/2,-,1/2,-,-,-
