Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,293/210,47/39,238/158,4/7,4/6,-
2024,29/22,1/2,27/17,1/1,0/2,-
2023,35/13,-,35/13,-,-,-
2022,12/5,-,12/5,-,-,-
2021,0/2,-,0/2,-,-,-
2020,12/11,-,11/10,1/1,-,-
2019,14/3,-,14/3,-,-,-
2017,29/18,14/7,14/8,0/1,1/2,-
2016,35/26,3/4,32/20,0/2,-,-
2015,22/25,1/2,21/23,-,-,-
2014,25/22,7/5,15/15,2/1,1/1,-
2013,32/20,-,30/19,-,2/1,-
2012,15/16,3/3,12/12,0/1,-,-
2011,33/27,18/16,15/11,-,-,-
