Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/22,1/2,31/17,2/3,-,-
2024,20/10,-,20/10,-,-,-
2023,12/6,-,10/4,2/2,-,-
2022,2/5,1/2,1/2,0/1,-,-
2021,0/1,-,0/1,-,-,-
